comments,label
기왕이면 유느님도 같이 나왔으면....,0
유재석은 본인이 mc할때가 제일 빛나고 능력발휘 하고 재미있음 게스트로 나오면 좀 별로임,0
김구라 가도 재미 있을듯,0
강호동씨 정글가면 대박이네요 이경규씨와 섭외하는 이유는 정반대지만 강호동씨도 잘하실것같아요,0
강호동 방송 나와서 하는거보면 완전 폭력적이고 꼰대던데; 그만 좀 띄워줬으면 좋겠음 강식당에서 지 잘못 남한테 떠넘기는거 보고 진짜 속터져 뒤질뻔; 아는형님보니까 카메라 꺼지면 인성 터지는 것 같던데 왜캐 인기있는거야,2
강호동 가면 먹방만 전나게 찍겠지... 아 난 진짜 강호동 하나는 진짜 미스테리해.. 재미 하나도 없던데... 내 개취가 특이한건지.. 참나...,1
"Q.역대 1박2일 출연진들의 범죄명 순서에 알맞는 연예인을 순서대로 써보시오 탈세 - 매니저와특수강간,불법도박 - 군기피 - 성매매 - 간통 - 음주운전",1
호동아!!가쟈!!보고싶다,0
유재석 신동엽이한테 한번 그래 보지 강호동이 동네 쓰레긴 줄 아는 모양,1
호동이형 정법가요~~잘하실거 같음!!,0
정글에 강호동 추성훈 이태곤 마동석 김종국 이렇게 한꺼번에 다 나왔으면 좋겠다,0
맛있는녀석들에서 나오는 뚱보들을 함께 섭외하면 꿀잼일듯하다...,0
강호동유재석 정글에서 재회하면 좋겠다,0
호동이형 요즘 텐션 올라와서 분위기나 시기상 가면 딱 일거같은데ㅋㅋㅋ,0
강호동은 자기거 아니면 안합니다. 돈독 오른 돼지예요.,1
가도 또 이수근 델꼬 가겠지 혼잔 안되거든,1
병만이형이 한끼줍쇼 나왔으니까 기브앤테이크로 호동이형도 정글 가즈아아아,0
런닝맨팀도 데려가 주세요ㅎㅎ,0
호동동동 정글갑시다!!!,0
경규옹도 나왔는데 호동이가 한번 갔다와야지 배고파서 자빠질듯 ㅋㅋㅋ,0
호동형님.. 팬서비스 차원서 한번 가주면 안될까요? ㅋ,0
레전드로 나중이라도 김병만 강호동 이수근 은지원 이승기 데리고가라 김C랑 mc몽 김종민은 갠적으로 싢어해서 ㅠ,2
정글가면 카메라뒤에서 김병만 처 맞을듯,1
유재석도 보고 싶네.,0
저정도 입털었으면 가야되는거 아니냐?,1
청와대에 청원을 해서라도 강호동을 정글로 보내야 한다. 야생호랑이인지 야생고양이인지 판별이 날 듯,1
강호동은 힘든거안하는 사람인데 가겠니? ㅡㅡ;; 1박2일때도 동생들 다 시켰는데,1
맨날 피톤치드니 나무니 꽃이니 노래부르는데 어제는 구름이 이불이라고 떠들더만 ㅋㅋ 한번 정글가서 비맞고 개고생 해봐야 그딴 소리를 안하지,1
근데 강호동은 왜 지도 재미없으면서 재미없는애들 못잡아먹어서안달임,1
유재석이나 섭외해 그새끼 인기떨어져서 하는프로그램도없어 시간많다,1
"강호동 평소 방송보면 가식이 심하긴한데, 어제 한끼에서 그렇게 자연과 교감하고 싶어하던데 이번에 깨끗하게 정글갔다온나 ㅋㅋ",1
1박2일 초창기때도 강호동 밥 못먹얼때 PD들이 엄청 무서웠다고 했는데ㅋㅋ 정글가서 못먹으면ㅋㅋ 어찌 될지ㅋㅋ 야생호랭이로 변신할지 궁금하네,0
개을러서 사냥이나 하것나~~뒹굴거리며 모닥불이나 지키겠지,0
정글 가즈아,0
나피디님과 짜고 신서유기 정글 가다 하면 강호동 빼박임 ㅋㅋㅋ,0
어차피 못먹는거 촬영하고 촬영끝나면 그지역 특산물 실컷 쳐먹을건데 뭐..,1
아마 강호동이 유재석도꼬득이것징 둘다 나옴 개꿀잼,0
유재석이랑 강호동이랑 콤비로 묶어서 정글보내라 그럼 시청률 대박난다ㅋㅋ,0
강호동은 딸도있고 마누라도있는데 정글가서 연락안되면 어쩌려고 거길간다고하겠냐 가지마라,1
병만이도 노잼인데 뭘 또 노잼을 추가시키려고 그러냐.,1
"만날 감나무타령, 피톤치드 타령하면서 정작 진짜 자연은 싫어함.",1
강호동 시끄러워,1
이수근 나영석 같이 갈거 아니면 궂이.... 강호동 재미는 편집의 힘이 큰게 사실이라...,1
강호동 가식 떨지말고 나가서 맷돼지 잡아서 생으로 뜯어먹길,0
깅호동이 정글 게스크 급이냐? 메인인데,0
1박2일때 시베리아 야생호랑이 맨날 외치고 다녔으니 시베리아편 가면 되겟네,1
8개월가지고 언플하네 ㅉㅉ 강호동급으면 채소 3년인 석고대좌해야 출연할까 말까당~,1
강호동같은놈은 지 피곤하고힘든거절대안함 자기위주아니면 안함,1
가긴 싫으시겠지만 가주셨으면 ㅋㅋㅋㅋㅋㅋㅋ,1
강호동이 나갈짬밥은아니지 유재석이 정글가겠냐?,1
탈세 돼지목소리 그만나와,1
강호동이 게스트급은 아니지 않나..번외편으로 나노의 큰그림으로 신서유기팀이 가면 몰라두..,0
유재석이랑 둘이 가서 진검승부 한번 해보장,0
유재석 강호동을 적극 추천합니다.,0
갔다가 또 징징 거리는거 아니냐? 황광희처럼.. 못하겟다고,1
강호동 좀 패널로 출연좀하고 그래라 매인mc만 하려고하지말고,1
피디샛1기가 진상인 듯 이거나 ㅊ 먹어라,1
호동이형 굶어서 촬영중단 되도 시청자는 이해해줄거같다 ㅋㅋㅋㅋㅋㅋ,0
호동이 안가면 국민적 지탄 받을 듯..ㅎㅎㅎ 어제 완전 자승자박.. 자기 무덤 파드만..ㅎㅎ 무지하게 가고 싶어하는거 같던데.. 병만이가 데리고 가면 될 듯.. 뒤에서 경규 수근이가 간지럼 피고..ㅎㅎㅎ 호동이 가면 정말 정글 역대급 시청률 나올 듯..ㅎㅎ,0
강호동이야말로 정법에 어울리는 캐릭인데. 고생시러울거 같으니 버티는모냥,1
강호동 공중파 좀 싫어하는듯 프로 망해서?,0
유재석은 이경규 패널로 활동하는 거 좀 본받아라,1
강호동.유재석 동반출연 가즈아....,0
"그래. .상부상조 하는거고, 보기 좋다",0
피톤치드 한번 맡으러 정글 가야죠?,0
저정도로 오라고 하면 그래도 1번쯤 가지 않을까요...?저정도 했는데 안 가면 그것도 이상함 ㅋ,0
경쟁시간대 예능 프로그램 아니면 서로서로 도와주는 것도 나쁘지 않아보이는데...물론 경쟁시간대 같이 방송하고 있는 자사PD에게 조금 눈치보이겠지만^^;;,0
강호돈 정글갈때 비행기타고 갈듯ㅋㅋㅋ,0
강호동형님 정글에서 뵈어요. ^^,0
1박 1기멤버 다 데리고 정글 가면 재밌겠다 승기도 제대했으니 ㅋㅋㅋ,0
유재석도 정법에서 봤으면~~~ 굶주린 모습 완전 처량할듯 ㅋ,0
박명수도 섭외해봐요. 시청률 대박 나올듯ㅋ,0
무한도전팀 단체로 보내라,0
힘자랑하는놈 힘약한 수근이에게 힘으로 압력하는인간 힘든것 실어하는 힘자랑하는인간,1
강식당 끝났으니 정글로 고고고,0
한번가자~~!!!ㅋ,0
강호동가면 리더십 짱이니까 잘하겠지,0
강호동 정글 가면 일단은 시청률 5프로이상은 올릴거같음ㅋ,0
정글 다 좋은데 단점하나.잘살고 있는 야생동물 제발 잡아먹지마라.그것도 엄연히 생태계파괴다.고기 뭐 이런거 다떠나서 굳이 음식을 현지에서 잡아먹어야겠냐?먹을게 이렇게 넘치고 음식물쓰레기도 사회적 문제인데말야.게다가 기생충감염등도 생각하셔야지.,0
감나무가 없어서 못갈거 같은데요.,0
강호동 당뇨 있는데 정글에서 굶으면 그건 치명적인데..,0
개웃곀ㅋㅋㅋㅋㅋ뭔가 레전드 찍을듯...,0
호동이형도 정법한번 생존하시는거 한번보고싶은데,0
거기보다 도시어부에 가라,0
강호동 유재석 김종국 꿀잼일텐데,0
재밌겄는데ㅋㅋㅋㅋㅋ,0
이정도로했음 좀 나와라.,0
병헌 성님은 나이 들수록 잘생겨지노,0
"여기 이병헌 욕하는 맘충들아. 니네남편들도 니들몰래 유흥업소 가고 그런다. 즉 , 똑같은 사람이란거다. 한마디로 멍청하고 순진해서 속고사는 거니 니들이 이병헌한테 하는 욕은 내로남불이란것 ㅋㅋㅋ",1
시어머니질좀 그만해 이병헌 연기 방구석에서 볼 수있다는거에 감사해라,1
연예인은 이미지관리가 제일 중한듯.. 그래도 연기하나는 끝내 주잖아!! 그리고 잘생겼고..사실 인간성도 좋았는데.. 어쩌다 꽃뱀같은 애들 미끼에 걸려 힘겹게 사는지...,1
병헌님의 연기를 지원합니다. 화이팅! 배우로 최고,0
상폐년들 단체로 부들거리고 있네 ㅋㅋㅋㅋㅋ,2
여기 댓글 다는 사람들 참 안타깝다///맛도 안보고 맛 없는 음식이라 하면 그게 정상인가?///왜 미리 설레발인지,0
병헌갓 연기력을 믿어보자ㄹㅇ;; 이병헌 연기력은 다들 인정하잖아ㅋㅋ,0
어차피 볼거면서 염병 고마해라.니들이 안 보면 망하는줄 아는데 착각하지마 찐따들아 ㅋㅋ,0
아버지빚갚느라 고생많이 하신걸로 알고있습니다. 힘내세요 병헌님,0
딱좋은 나이차네요 일본에선 보편화 되었음,0
기대된다 이병헌은 나이들어도 점점 더 멋있어지고있다 김태리와 잘어울릴것같다,0
또 까이네 ㅋㅋㅋ 보고나면 역시 갓병헌이러것지???? ㅋㅋㅋㅋㅋ,1
여자가 식욕이면 남잔 성욕입니다. 자기들은 식욕못참아서 매번 다이어트 실패하면서 남자가 집밥질려서 가끔 외식하는것도 질투하고 울고.. 막말로 이병헌이 가정을 버렸나요? 밖에서 애를 낳아왔나요? 남편이 자기만 품어주길 바라는 이기심.. 이래서 여자는 친정교육이 중요해요.,1
내 와이프도 20살 어리다. 정확히는 20년 6개월... 와이프 집안이 우리집 보다 돈이 더 많아... 20살 어리면 죄다 좋을 것 같지? 세상의 모든 것은 장단점이 있다... 베댓 보니까 왜 20살 차이가 욕을 먹어야 하지? 난 이해할 수가 없네...,1
이병헌이라 더 느낌있을듯 태리랑 잘어울림~,0
이 형은 연기력 하나로 모든 논란을 잠식시킨다...ㄷㄷ 기대되네,0
이병헌이 연기만 보면 국내 탑 아니냐?,0
이병헌은 어린 배우랑 연기해서 좋고 김태리는 연기천재랑 김은숙 작가랑 작업해서 좋고 윈윈이니,0
병헌이형 사슴 같은 눈망울을 보니 미워할 수가 읎다,0
무슨 아재들이 요거보고 지들도 어린애사귈수있다 생각을해. 아재들이 이병헌도 아니고 아재들도 알거 다알는데 하여튼 오버스러운건 니들이 최고다. 걱정도 별걱정을 ㅋㅋ아줌마들도 이병헌처럼 어린이성한테 대쉬도 해보고 그러고싶은데 외모도안되 능력도 안되 재력도 안되 성격도안되 ㅋㅋ 그런 자격지심이 무의식적으로 표출되는것도 병헌리 악플에 한몫한다고 본다,1
로맨틱 가이 병헌띠,0
멋지다 20살차이 적당하다 나도 영개가조아~ㅋ❤❤,0
기대할게요ㅋㅋㅋ이병헌연기면뭐ㅋㅋㅋㅋ홀릭배우ㅋㅋㅋㅋ,0
아니 실제도 아니고 영환데 왜 ㅈㄹ들이냐,1
완전 잼 날것같다연기신 이병헌 기대됩니다,0
연기자는 연기에 임하는 자세만 보면됩니다.이러쿵저러쿵 하는분들이 더 챙겨 보는듯 ㅋ병헌씨 기대합니다. 언제나 멋진 최고의 월드스타이십니다.,0
40대남자 배우중 20살 나이커버가능한 멜로배우 김민종 하나인데이병헌도 멜로를잘해서 이미지만 좋아지면 가능하다고본다,0
고맙습니다 40줄 접어든 남자인데 굉장히 몰입해서 볼거같네요 기대합니다 화이팅,0
ㅋㅋㅋㅋㅋㅋ20살차여도이병헌은 믿고본다.,0
이병헌때문에 본다 이병헌드라마 좋아요!!기대와 설렘♡♡♡힘내세요 아저씨,0
전부 이병헌 까네.돈 많은 이병헌이 여기 댓글다는 어자한테 잘해주고 대쉬하면 다 넘어갈꺼면서 너무까지 맙시다.나이많고 동안에다가 돈있음.어떤여자들이든지 다 넘어갈꺼 아닌가요?한국여자들은 돈있는남자한테 다 넘어가더구만...,1
김은숙작가 작품이라 기대됨. 이병헌 김태리 모두. 지금은 조용하다가 작품보고 얘기하자.,0
40대 남자연기자중 멜로투탑은 김민종 이병헌난딱 이둘만 인정한다 과거드라마봐도,0
여자는 되지만 남자는 아무튼 안됨ㅋㅋ 페미니스트 수준ㅎ,2
연기하나로 모든것을 커버하는 이병헌!얼굴 이미지 회사빨로 모든것을 커버하는 그외다수 아이돌연기자,0
하녀에서 김태리를 보았다.. 그리고는 팬이 되었다..,0
배우 이병헌은 언제나 옳은듯.. 게다가 모처럼 로맨스 작품 정말 기대중입니다!!^^,0
"드라마는 아직 까기 전이고.. 배우 본인도 아직 잘 모르겠다는데, 배우들 나이차로 일단 까고 보는 것은 이상하네요.",1
난리 피워도 다 볼 거잖아 ㅇㅈ?,1
"보기도전에 이병헌때문에 악플달지만김은숙작가 작품 주인공이면 매력쩔거같음..,",0
이병헌...엄청나구나..댓글이무쟈게쏫아지네..역시최고는다르다!션샤인~기대해,0
"아니 김은숙 얘기좀 그만 해 그럴만한 이유가 있겠지 이병헌 사생활 무마시키려는 건 아니지만 굳이 작가한테 자만이다, 오만하다 온갖 욕 해야 될 이유가 있냐고 어이가 없다 진짜 물론 태리 너무 불쌍하지만... 김은숙 팬으로서는 드라마 좋게 끝냈으면 좋겠다 왜 자꾸 작가 보고 미친 거 아니녜.. 김은숙이 비도덕적인 것도 아니고 미스터 션샤인 너무 기대 된다",0
제발 보고 판단하자... 이러다 재밌고 그러면 겁나 빨아줄거면서그리고 도깨비 공유랑 김소은 나이차는 어케 설명할건데?? 이병헌은 안되고 공유는 되고?,0
개티즌들의 역레발에 ~ 대박을 감지했습니다 !! 화이팅 ~,0
ㅋㅋㅋ이병헌은 뭐해도 웃기네 유머감각만큼은 인정한다,
근데 여기 댓글반응 황금빛 박시후 때랑 똑같은걸 ㅋㅋㅋㅋ 시청률 대박 예감 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이병헌이 극중 실제보다 어리거나 김태리가 더많게나올수도있지 별걸 다 트집이야,0
이병헌의 연기력을 믿는다,0
병헌이형존멋,0
솔직하게 솔직하게 재벌 남자랑 보통집 여자랑연애하는 경우가 많겠어? 아님 나이차이 많이 나는경우가 많겠어?어짜피 둘다 비현실이고 드라마다,1
직살나게 욕해도 막상 까보면 시청률 초대박 난다니께,1
어린 여자는 적이라니깐욧!!!!! 일부 여성들이 불편해 하시는 중입니다 ㅋㅋㅋㅋㅋㅋ 아니 ㅋㅋㅋ 성공적이라서 맘에 안드는건 이해하는데 나이차가 많이나서 불편하다니 ㅋㅋㅋㅋ 미친것들,2
그것만이 내 세상 잘 봤습니다.미스터 션샤인도 기대할게요!,0
연기하는데 나이가 뭔 상관임 자기보다 연기경험이 많은 연기자한테 배울수 있는 기회데 항상 부정적으로 보는지 모르겠다..,0
"아이고,.. 그냥 드라마는 드라마답게 접근해서 재밌으면 그만이지 20살 차이가 뭔 상관이람... 진짜 이상한 애들 많구나... 역시 헬조선 ㅇㅈ합니다",2
믿고보자,0
이병헌 연기로 까지마라~!,1
허구언날 더럽다 해봤자 드라마는 대박나고 이병헌은 신들린 연기 펼치겠찌,0
이병헌이 아깝다,1
남자가 많든 여자가 많든 다 큰 성인들끼리 로맨스 찍는게 뭐가 역겹지?ㅋㅋ여자가 많으면 로맨스고 남자가 많으면 더럽다는 이중적인 태도가 더 역겹고 토나오는데,1
역시 여자는 어린게 최고여~~~~~~~~~,1
뭐 어때 ㅋㅋㅋ 도깨비 밀회도 나이차 심했었는데,1
공유랑 김고은은 되고이병헌이랑 김태리는 안되는 마법이네이중성 오진다...,1
그럼 왜헐렁이들이 워너원을 좋아하나?,1
"아줌마들 이중성 오지네..서현진과 양세종은 괜찮고 이병헌과 김태리는 안 되냐? 왜 똑같은 이모 조카뻘에, 삼촌 조카뻘인데? 어차피 드라마이고 허구인데 뭐가 문제냐? 아, 니들은 현실을 구분하지 못 하는 거냐?ㅋㅋ",2
영웅은 호색이라는 말처럼 이병헌정도 되면 열여자를 거느려도 큰 흠이 없다. 그리고 여기서 열폭하는 여자들은 이병헌은 고사하고 지나가던 개도 안쳐다 볼거니 아무 걱정하지 말거라,1
뭐 공유랑 김고은 생각하면.. 믿어야죠,1
여자들 대부분 이병헌 싫어하더라 근데 남자들은 대부분 좋아해ㅗ 꼭 지들이랑 관련 1도 없는 이민정한테 감정이입하는 같잖은 년들ㅋㅋㅋㅋ,2
4~5살 밖에 차이 안나보임! 동안이고 김태리양이 노숙해 보여...,1
댓글보니 한국여자들 심각하네. 정신차리고 본인들 인생이나 잘사세요.,1
ㅜ ㅜ ㅜ또 시작이네요 어쩔수 없는 상황 하루가 못가네요 볼 분들 다 봐요 옷 털어 먼지 나지 않는 우리 대중님들 없을걸요 왜 그런지 알아요 사람이라 그래요 완벽이라 없는거 현실 늘 우선 과거는 과거일뿐,1
결국엔 재밌게 볼꺼면서 ㅋㅋ 개 오바싸고 있네 진짜,1
다들 엄청 촌스럽구만 남배우 연상도 많지만 여배우 연상도 많음. 유명했던걸로는 유아인 김희애 있고 현재 방송중인 것 중에서 도지원 연정훈도 있음 아침드라마 중 재벌2세 연하남이 애딸린 이혼한 아줌마 사랑하는 스토리 넘쳐나고 또 기본적으로 드라마는 여자들의 판타지를 충족시켜주는 스토리가 훨씬 많지 않나? 픽션은 픽션일 뿐. 드라마충들은 제발 현실과 드라마 구별 좀 하자,1
드라마 기대되는구만 본방 놓치지 않을꺼에요~!!,0
이번에도 증명할수있다.믿는다.,0
이병헌...꼭 성공해라ㅋㅋㅋ,0
초딩때부터 30대중반인 지금까지 참좋아하는 배우. 결국 드라마 뚜껑열면 분명 나이차를 떠나 시청자를 몰입하게 하는 흡입력이 있다고 믿음. 항상응원합니다♡,0
이병헌 니들이 아무리까도 우리나라 배우중에 원탑이고 정말 너무너무잘산다 열폭할시간에 한숨더자는게 낫다,1
근데 잘생기긴 진짜 잘생겼다....,0
연기는 절때 못까는분,0
거 생리충들 드라마 작작보고 일이나해 ㅋㅋㅋ,1
연기로는 깔게 음따난~~봐야지~,1
그렇게 불쾌하시면 보지마세요~ 아주머니들~,1
워너원 조아하는 매갈 헐렁이들이 머래?ㅋ,2
"웃긴 김치년들 ,김수미 할매가 조인성 언급하면 아가미 조용하면서 ,더러운것들",2
김태리 복도 많네.이 드라마 끝나면 몸값 오르겠네.김은숙 이병헌이면 거의 로또 수준이네요.,1
여자가 20살 어린건 애교 아니냐? 그 반대면 미친거지만,1
근데 이렇게 욕해놓고들 볼꺼잖아. 이런게 흥행을 하니까 방송하는 것들이 계속 이런걸 제작하는 거지.. 에휴.. 난 김은숙 작가꺼는 파리의연인 시크릿가든 도깨비 밖에 안 봤는데 이번껀 모르겠다,1
나왔다 메무새ㅋㅋㅋㅋㅋㅋㅋ 아주 세상모든것의 시초가 메갈이지 어휴!!!,2
이러면서 다들보겠징ㅎㅎ나도봐야징,1
그래서 안볼거냐 너네가? 그래도 볼거같은데? 피식,1
메갈들 홍합이 너무 넓어서 맛이 없다 ~~~~~~~~~~~~~,2
연기와 현실을 구분 못하는 건가.. ㅎㅎ40대 배우라고 해서 극에서 40대는 아닐거아냐 빠가들아...,2
응원해요,0
이멍박 댓글부대 제 1 표적 연예인. 일종의 본보기라 할 수 있지. 지금 베댓들 보면 알겠지만 댓글부대 없어질때까지는 고생할 듯 한데. 송 모씨처럼 따로 댓글 알바들 굴리는 수밖에.,2
이명박 니차례다!!! 댓글알바 청산 가자!,2
마음고생 많았겠다. 좋은 일만 가득하길,0
흥해라 규리야,0
그럼.. 그렇게 쓴 청산가리 관련 글 직접 본 사람 있어요? 댓글통해서 퍼진거 말고..진짜 궁금해서 그래요,0
과거 행동이 조금은 경솔했더라도! 앞으로가 더 중요하니까요! 화이팅입니다!!,0
나라꼴을 이렇게 만든건 이따위 댓글로 청산가리라는 자극적인 단어로 사람 매장시키고다시는 이런 말 못하도록 만든....적폐들이 만든 프레임에 돈받고 댓글달고또 아무생각없이 똑같이 동조하는 것들,1
일베충많네 블랙리스트 아픔이다 새끼들아,1
베충이들 댓글조작단은 이미 사라졌는데 뇌가 일원적이라 아직도 댓글 조작중 ㅋ,1
응원합니다. 악플말고 응원하는 사람도 많다는거 꼭 기억하세요.,0
진보의 아이콘으로 거듭나기를~!!! 화이팅입니다.,0
아픈 만큼 성숙한 배우가 되세요 올해부터는 하시는일 잘 되시구요^^,0
본인이 그런 발언을 한적이 없는데 몰아가는 일베충 클라스... 근데 한적 없는거 맞죠?? 본인이 해명좀...,1
응원합니다. 억울하게 정권 블랙리스트로 작품도 못하고...좋은 연기자에게 기회를 뺏어가버린 지난정부는 반성해라!!,1
촛불시위 덕에 우린 지금 30개월령 '미만' 쇠고기를 먹고 있는 거야. 이런 팩트조차 모르면 입 다물어.,2
연기잘하던데..힘내요,0
홧팅 ~~좋은 연기로 꽃길만 걸으세요~~~♡♡♡응원합니다,0
우파정부 지원받고 댓글싸질런던 우좀들아? 규리가 이섹이들아 너희들보다 잘못했나? 아니지? 우좀들아 사죄하고 반성하고 살아야 한다...,1
빨리 방송에 나와서 얼굴 보여주세요 보고 싶네요,0
댓글 및 추천인들 완전 혐오스럽다. 이거 완전 일베충하고 메갈충들 모임 아니냐 어휴 냄새나고 더러워,2
김규리 20년뒤에 치매환자 급발생하면 그 때 알거에요 진실한 그녀 죽기전에 미안했다구 ...당당히 생활하세요 당신이 틀리지 않았고 언론정보에 한나라에 한국민으로 당당히 행했다구 전 당신이 용감하고 당당하고 존경스럽습니다.,0
미인도를 잊을수가없는데. 다시 그런작품에서 만나길기대해요,0
힘내세요!^^,0
네 환영합니다^^,0
솔직히 김규리 잘못한 거 없는데 마녀사냥 너무한다,02
쥐닭때문에 고생했다...화이팅 하자...,0
고생했다 꽃길만 걸어라 이젠,0
힘내세요!! 악플이 아무리 많아도 응원하는 팬들이 더 많다는 거 잊지 말아주세요,0
블랙리스타만 아니었다면 전지현급으로 떴을텐데 이제는 응원합니다!,0
잘되길바랍니다 화이팅 소신있는게 죄냐 이싸이코들아,1
이뻐^^,0
이쁘긴하구나...,0
니들은 뭐 잘났다고 악플 쳐 쓰는데!,1
반갑네요^^ 그건 못봐서 몹시 궁금했었는데 좋은 활동 기대해 보겠습니다.,0
힘내세요. 응원합니다.,0
광우병이 없는 병이 아니라 실제로 있는 병인데 마치 없는 병인것처럼 선동 좀 하지 마라. 법원에서 이미 광우병이 허위사실이 아니라고 관련 재판에서 무죄판결을 내렸다. 그리고 30개월 이상 되는 소는 위험성이 크다고 판단해 타국에서도 수입 안 하는 걸로 안다. 근데 이명박정권당시 최승호pd가 30개월 이상 소가 위험하다고 팩트를 방영한 걸 가지고 우매한 시민들 선동했다고 빨갱이라고 욕해대니 답이 없다. 그리고 광우병 시위로 처음의 허술한 규제가 대폭 강화된 사실은 아냐? 이명박이 처음 협상당시 공개문건이 미국쪽과 달랐던 건 알고?,1
역시 낮에는 백수들의 뻘댓글이 많네 ㅋㅋ 알바비라도 벌어보려고..ㅋㅋ,2
김규리한테 왜들그러냐..국민모두가 불안감에 휩싸여 미국산광우병소고기 반대하며 촛불집회할때 했던 미국산소고기를 먹느니 차라리 청산가리를 먹겠다고 발언했던게 뭐가 그리 잘못됐다고 대체 몇년동안 우려먹는거냐,2
응원해요~!! 좋은 일만 가득하시길~*^^*,0
김규리 씨 그것이 알고싶다 잠깐 봤어요! 지난 10년간 잘 나가던 화이트리스트 연예인들은 이번 정권에서도 문재인 대통령 잘만 만나고 다니더만 안타깝습니다. 김규리(본명 김규리) 씨는 아직까지 시달리고. 앞으로 조금만 더 버티세요. 준비만 한다면 인생의 더 좋은 시기로 보답 받을 거에요.,0
항상 응원합니다 ♥,0
나도 청산가리 발언으로 엄청 싫어하기는 했지만 이미 오래전 일 아닌가요. 계속 물고늘어지는거 정말 저렴하고 추해보이네요.,1
여기 모욕댓글 다신고해주세요 해도넘하네요진짜 박사모 병나발들겠지만규리씨 화이팅하셔요절대 그냥넘어가지마세요!!!,1
광우병시위이유를 알고들말하시나 제대로 알고들 말하던지 무조건 미국소 먹지 말자가 아니라 특정개월이상된소들이 문제가 된것으로 안다 그리고 그 소들은 미국에선 개밥으로도 안먹인단다 결국 미국은 개도 안먹는 소고기를 우리나라에 판거고 정부는 싼고기먹으면 좋지 하면서 쓰레기를 국민한테 돈줘가며 먹으라고한거지 ㅋㅋ,1
마음고생 많았습니다. 미국이나 유럽이라면 정부가 이런일을 할 수가 없었겠죠. 훗날이런 이상한일도 있었다고 인구에 회자되겠죠. 힘내시고좋은 연기부탁드려요. 강한 연기 부탁드립니다.,0
많은 활동 기대합니다.,0
맘고생 많았어요. 이제 다 잊고 힘내세요. 응원할께요. 홧팅♡,0
그 당시 다 쇠고기 협상 욕할때 잖아... 청산가리 발언때문에 일베충들한테 찍혀서 고생이 넘 심했다. 일베충들 사람아니다.. 지들이 뭘 잘못했는 지 모름. 똑같이 당해봐야 정신 차림,1
전 정권때 광우병쇠고기파동때 소신발언해서 젤 피해가 컸던 여배우시죠 안좋았던 모든것들 다잊어버리시고 배우 처음 하실때 마음가짐으로 세상 잘 헤쳐나가시길 기원합니다 화이팅!,0
30대남자.. 보수꼴통들이 실시간으로 댓글달고 난리치는듯김규리씨 응원해요!!♡,1
블랙리스트에 올라 오랫동안 활동하지 못한 김규리님의 소식을 듣고 마음이 아팠어요. 2018년 부터는 좋은 일만 있길 바라고 좋은 작품에서 만나뵙길 바래요. 화이팅!!!,0
여기 악플 다는 것들 싹다 고소하세요털어보면 댓글알바나 일베 꽤나 나올 겁니다,1
응원합니다,0
김규리까면 일베충입니다 여기 일베충 천지네? 세스코 불러서 다 죽여야겠다 ㅉㅉ 일베충은 죽여도 무죄임,1
김규리의 연기에 한표! 칭찬해!,0
미인도 대박쳐서 막 전성기 치려고 할 때 쥐 한테 찍혀서 완전 전성기를 고생하면서 보낸...제2의 전성기를 누리시길,0
신경쓰지마세요 박사모 그냥 질끈 밟아주셔요^^,0
규리누나 사랑해요♡ㅎㅎ,0
한심한 악플러를 이제 고소 하세요 캡처한거 소속사로 보내드릴께요 고소가 답이다.,1
악플러 잡으면 30~50대 남자가 그리 많다더니 네이버 댓글 수준 구역질난다. 한남 놈들 댓글 신경 쓰지마세요. 김규리님 꼭 잘하실거예요.,2
그 미국가서 햄버거가게가서 먹는거 찍은 프로그램이 광우병소파동 나기전에 녹화한건데 파동나고 글올리고나서 때마침 그 프로그램이 방영된거고 모지리들아 제발 깔거면 제대로 알고까라ㅡㅡ대역죄라도 지었냐? 아주 사람하나 보내려고 작정한것들 같어ㅡㅡ연예인들이 괜히 우울증 쉽게걸리는게아니지 ㅉㅉ,2
이멍박 댓글부대 제 1 표적 연예인. 일종의 본보기라 할 수 있지. 지금 베댓들 보면 알겠지만 블랙리스트 댓글부대 없어질때까지는 고생할듯 한데. 화이트리스트인데도 따로 댓글 알바 굴리는 송 모씨라든지 다른 연예인(기획사)들처럼 모니터링 알바 굴리는 수밖에.,1
진짜 잘됐음 좋겠다,0
짝짝짝~힘내세요~,0
김규리 김미화 김구라 김제동 다들 행복하길^^,0
말한마디 잘못했다가 온갖 욕을 먹느라 얼마나 힘들었을까.. 그 아픔을 견뎌 냈으니 앞으로 남은 생은 좋은 일만 있을 것입니다 ~,0
나라가 망해도 정신못차릴 쓰레기댓글부대들아니 자식들이 살아갈 나라다생각좀 하고 글써라 나라 다 팔아먹고 사기치고 세금 다 도둑질 한 정권이다이 모지리들아ㅅ청산가리 고만 들먹거리고 책이나 좀 읽어라,1
좋은 연기활동 기대할게요,0
