,comments,label,token
524,김연아가 마지막 올림픽 때 금메달 뺏긴 기분,offensive,"['결혼', '하고', '인', '기', '급', '하락', '왜', '지']"
525,떵수지 극혐,hate,"['결혼', '증가', 'ㅋㅋㅋ', '그것', '임신', '아니다', '지나', '밉다', '떨어지다', '다가', '상장', '폐기', '녀', '인데']"
526,피고인은 작품 잘되었다며 김민석도 상 안주고당.잠.사도 최우수 연기상 둘다 가져 가더니 정해인 암꺼도 안주고ㅋㅋㅋㅋ,offensive,"['결혼', '유부', '남', '쫓다', '다니다', '빠순이', '진심', '노', '답', '이다', 'ㅋㅋㅋ', '역시', '빠순이', '화', '력']"
527,난 솔직히 피고인은 노잼이었다.,offensive,"['결혼', '한다는', '놈', '전', '여자친구', '한테', '연락', '돌리다', 'ㅋㅋ', '가르다', '아쉽다', '나', '보지']"
528,지성 너무 멋져ㅜ,none,"['결혼', '한다는', '데', '자기', '좋아하다', '연예인', '아니다', '고', '악플', '달다', '수준', '떨어지다', '사람', '심하다']"
529,당잠사 누가뭐래도 재밌고 그때당시에 까는사람도 없었음 안본것들이 상받았다고 악플달고 발광하네,hate,"['결혼', '어차피', '소시', '끝나다']"
530,수지 최우수상은 송승헌 대상과함께 연기대상 역대급 으로남을것이다,none,"['결혼', '더', '느끼다', '거', '친구', '과의', '시간', '너무', '좋다', '거']"
531,그래도 sbs 연기대상은 인정하지만KBS는 정말 상받는 사람 어처구니가 없더만,offensive,"['결혼', '이렇다', '백치', '밉다', '있다', '여자', '좋다']"
532,SBS: 이종석 > 엄기준 / ?????????,none,"['결혼', '여자', '애', '낳다', '대다', '이다', '요즘', '여자', '무슨', '생각', '결혼', '을', '모르다', '남자', '등', '꼴', '빼먹다', '생각', '뿐', '인가']"
533,여 튼 인기가 상이다..연기 못 하는 이종석 mbc서 대상 주더니...올 해 또.. 엄기준이랑 지성이라 공동 수상이 마땅하지..,offensive,"['겸손하다', '고사', '백종원', '그걸', '또', '받다', '유재석', '그릇', '차이', '너무', '확', '연하다', '느껴지다', '진짜', '대상', '누가', '보다', '이견', '없이', '백종원', '이라고', '생각']"
534,엄기준 거르고 수지 이종석 최우수상 ㅋㅋㅋㅋㅋ코미디냐,offensive,"['경규', '옹이', '저', '맥락', '에서', '비교', '대상', '을', '차', '은우', '로', '건', '그만큼', '차', '은우', '대표', '적', '인', '미남', '이라고', '생각', '한다는', '방증', '이지']"
535,역대 연예인 이경규가짱아님? 친구가 자꾸 주병진이란사람이 짱이라는데 얼토당토앉네 첨들어봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,offensive,"['경기', '형', '다', '최고', '시청률', '이네']"
536,"엄기준 월화, 이종석 수목. 수상부문이 다른데 엄기준 상 못탄걸 왜 이종석한테 화풀이지?",offensive,"['경단', '여가', '한다는', '게', '겨우', '출판사', '에서', '연애', '남자', '없다', '회사', '생활', '안', '되다']"
537,지성 이보영 부부참 예쁘다♥,none,"['경', '림', '빼다']"
538,신기한건 수지가 4년전엔가도 엠빙에서 최우수상을 수상했다는 겁니다....... 나문희 선생님 평생에 한번 받으셨다는 그 상을 수지는 벌써 지상파hate곳을 휩쓸었어요 신인상까지 패스하고 최우수 탄거로 아는데,offensive,"['경솔하다', '전', '여자친구', '이같이', '방송', '일', '분', '인데']"
539,시청률8프로 시청자가 외면한이유,offensive,"['경준', '아', '와이프', '말', '안', '들다', '패', '라']"
540,엄기준 대상감이지!!수지는 넘오버다 이젠 sbs에서 대상줄듯,offensive,"['경찰', '것', '마약', '검사', '하고', '블랙', '핑크', '마약', '검사', '구리다', '냄새', '나다']"
541,수지를 싫어하는건 아니다.그런데..연기는 별로...,offensive,"['경허', '니', '일도', '열심', '이쁘다', '싹싹하다', '요리', '흥', '허니', '달다', '허니']"
542,최소 최우수상은 줬어야지 젊은이 한명 주느라 줄사람 안줬겠지. 연예대상도 황당하더니 연기대상도 이상하네. 그리고 지성아.옛날엔 몰라도 지금은 이보영보다 네가 훨씬 앞서니까 기좀펴.,offensive,"['경', '헌', '왜', '안', '나오다']"
543,얼쩍없는 sbs무슨 배수지가 최우수 엄기준 차민호 진짜 소름돋았는데 공동 대상줘도 하나도 안 이상했는데ㅠ,offensive,"['계속', '버티다', '거', '보다', '인간', '인성', '나오다', '거지']"
544,ㅇㅇ 수지랑 이종석은 그냥 받을만했다 다만 엄기준이 의외일 뿐이지 차민호 개쩔었는데 오히려 대상을 줬어도 뭐라 못할 연기였다,none,"['계속', '보다', '보다', '이해', '되다', '거임']"
545,Kbs만 그나마 제대로 시상식했네,none,"['계속', '요가', '못', '연기', '말고']"
546,이종석은 다들 인정하고있어요 여기 몇몇악플러들이 그냥 염불하고 우겨댈뿐,offensive,"['계속', '제', '잘나다', '맛', '살다', '그렇다', '언젠가', '크게', '걸리다', '거야', '비싸다', '넌', '일반인', '싸구려', '기성복', '보이다', '테', '지', '싸다', '게', '비지', '떡', '이에요']"
547,수지씨가 우상도아닌 최우수상이라니~~~ 헐,offensive,"['계속', '웃다', '광대뼈', '아프다', '조커', '아니다']"
548,월화수목 나눈거 극혐ㅋㅋ 어떻게든 끼워맞추려고 캐릭터상 집어 넣은것도 극혐 솔까 최우수상 받아간 누구가 한 연기 모든 여배우들이 다할수 있는 연기아니냐 매번 연기력 논란에 큰상을 몇번이나 받아먹는지 차라리 아역배우가 받은게 더 신뢰가 갈듯,hate,"['계약', '기간', '남아', '있다', '건', '가다', '아니다', '랑', '패일', '수도', 'ㅋㅋ']"
549,다른것보다 최우수상이 정말 별로였다!!! 이건 무슨 연기상이 연기력 보고 줘야 하는거 아닌가? 엄기준도 그렇고 군대간 사람들도 그렀고!!! 스브스 정신차려!!!!,offensive,"['계집', '댓글', '보다', '누가', '아깝다', '그렇다', '개', '소리', '여자', '왜', '겨', '여자', '종특', '인가']"
550,말도 이쁘게 하시지 지성 씨는 ㅋㅋ,none,"['계집', '대체로', '기적', '더', '라']"
551,엄기준씨는 월화드라마부문 남궁민씨에게 밀린거예요 이종석은 수목드라마부문에서 최우수받은거구요 부문이 달라요 엄기준씨 악역연기 너무 인상깊었고 최고였습니다 그리고 이종석씨도 충분히 상받을만큼 잘했습니다,none,"['계집', '여름', '브래지어', '대신', '꼭지', '만', '가리다', '접착', '식', '테이프', '붙이', '지', '않다']"
552,이제 SBS드라마 하지마요. 엄기준님~해도해도 너무한다.공동대상 줘야지.피고인 솔직히 지성님과 엄기준님의 신들린 연기아니였음..지루해서 안봤을것임..솔직히!!!엄기준님 볼려고 지금도 피고인 IPTV로 보는데엄기준님 MBC 드라마 출연중이라 복수한것이냐!올해의 캐릭터상 이라니..사람 놀리냐!!!!!!?난 이제 SBS드라마 안볼것임,none,"['계집', '새끼', '젖', '젖', '보다', 'ㅋ', '계집', '새끼', '나이', '저', '나이', '대다', '상폐', '되어다', '임신', '불구', '년', '이다', 'ㅋ']"
553,이종석 정도면 최우수 받을만 하지않음? 수목극최우수인데 월화 다합친거에서 받으면 모르겠는데,none,"['계집', '이란', '어차피', '사', '내의', '손', '을', '타다', '되다', '것', '을', '그리고', '사', '내', '로', '태어나다', '계집', '질도', '거지', '계집', '년', '한두', '명', '때문', '대한민국', '영화계', '거물', '하나', '또', '사라지다']"
554,"시청률도 사랑의온도가 당잠사보다 더 높은데, 왜 수지가 최우수상인지 논리적인 이유를 알고싶네요.공정성이라곤 offensive도 없는 망할 스브스",offensive,"['고', '김주혁', '님', '돌아가다', '때', '김주혁', '님', '기사', '로', '인터넷', '배', '되다', '그', '난리', '치다', '엑소', '개집', '들이다', '아마', 'ㅋㅋㅋ']"
555,팩트 당신이 잠든 사이에는 언플 쳐해도 시청률 폭망이였는데 주연들은 다 최우수상 떡하니 받고 피고인은 언플별로 안해도 입소문으로 시청률 3none%인데 거기 조연들 상 다줘도 모자랄판에 이게 나라냐,offensive,"['고급스럽다', '고집', '있다', '보이', '고', '똑', '부러지다', '보임']"
556,스지 최우수상 받은거 보고 소트니코바 생각남내마음에 대상도 엄기준씨에요^^,none,"['고등학생', '때', '처', '맞다', '거', '살', '까지', '기억', '정도', '면', '진성', '찌다', '따다', '맞다', '듯', 'ㅋㅋ', '처', '맞다', '데', '다', '이유', '있다', 'ㅋ']"
557,수지뇬은 연기도못하는데 우수상타고 참,hate,"['고', '럼', '고', '럼', '당연하다', '거지']"
558,내마음의 최우수상 서현진,none,"['고맙다', '힘내다', '귀찮다', '마지못하다', '쓸다', '느낌', '이네']"
559,그래도 지성 드디어 대상받아서 너무 좋았어요,none,"['고마', '사람', '그만', '괴롭히다']"
560,엄기준이 최소 최우수상인데 수지가 최우수상이라니 참 이상하다 진짜,none,"['고맙다', '처리', '해주다', 'ㅋㅋ']"
561,"sm대상조작.박정훈sbs사장 뒷거래로 연예대상조작,mbc최성훈 전현무대상조작 방통위쓰레기들은 sbs,mbc,sm조작조사해",hate,"['고모', '닮다', '많이', '크다', 'ㅎ']"
562,엄기준 빠들이 이종석 까는 거 아닌 거 같은 데? 딱 봐도 엄기준 방패 세워놓고 이종석 한테 쉐도우 복싱질 중인 지창욱 빠순이들이겠지 얘네 악질이던데 뭐. 아쉽다고 한 두마디 할 수 있어도 이렇게 까지 배우가 받은 상이 원래 엄기준 상이였다느니 헛소리 하는 거 보면 견적 나옴.,hate,"['고백', '부부', '시즌']"
563,엄기준 캐릭터상 이보영 수지 동급 최우수상ㅎㅎㅎ대~~~~~단하다! 스브스^^,none,"['고백', '힘들다', '텐데', '대단하다', '듯']"
564,수지같은 저급연기가 최우수상이 왠말이냐...허허..,hate,"['고소', '고발', '난무', '뭐', '자랑', '이라고', 'ㅠㅠ']"
565,서현진배우는hatenoneoffensive7년sbs내마음속에는연기대상감~~hatenoneoffensive8년에는소속사 잘해결하시고 hatenoneoffensive8년에는 연기대상에다시도전하세요 당신은 연기도잘하고인성도좋아서 반드시올해는 좋은일만있다고 믿고믿어요,none,"['고소영', '네', '임밸류', '비다', '아우라', '없다', '듯', '김태희', '전', '지현', '못', '하지원', '수지', '일반인', '화', '시키다', '저', '사진', '만', '보다', '제', '너', '랑', '왼쪽', '있다', '애가', '더', '예쁘다']"
566,"인지도로 상주나?소속사파워로 상주나?연기파배우들 힘빠질듯지성씨 대상은 인정,수상소감 및 수상태도 너무 훌륭하셔서 멋지셨습니다.김원해씨 수상도 기뻤음",none,"['고소', '인', '충분하다', '회수', '수', '있다', '금액', '이다', '불구', '하고', '고소', '로', '채무자', '손발', '을', '묶다', '잘못', '건', '사실', '이나', '공개', '되다', '이면', '어떻다', '이해관계', '얽히다', '있다']"
567,비판은 하되 새해부터 악플다는 쓰레기 인생들이 많네 진짜 한심하다 남탓하기전에 자기 인생좀 돌아보세요들 ㅉㅉ,offensive,"['고승', '우', '변호사', '저', '놈', '저런', '취급', '받다', '싸다']"
568,수지 최우수상 세상에 수지가??? 아고 개나소나 다 주는구나,offensive,"['고승', '우', '변호사', '외모', '만큼이나', '훈훈하다', '성숙하다', '태도', '네', '요', '멋지다']"
569,월화/수목으로 나누든 미니/중편으로 나누든 후보 겹칠일 없는 배우들인데 뭘 알고나 얘기하는지ㅉㅉ 엄기준얘기하면서 수지얘기하는건 또 뭐고 에휴 아무리 상 못탄게 아쉬워도 논리적으로 이야기합시다,offensive,"['고양이', '도망가다', '건', '게', '왜', '얘', '못', '이다', '도망가다', '애', '다시', '데려오다', '키우다', '있다', '데', '왜']"
570,그렇게 줄 사람이 없나? 했더니 그것도 아니네.... 엄기준 지성이 있는데 최우수상을 수지한테 줘? ㅋㅋㅋㅋㅋ,offensive,"['고영욱', '언제나', '옴', '촤', '하하', '하']"
571,지성♥이보영 부부 정말 아름다웠어요 !,none,"['고시', '다', '상폐', '질투', '만하', '네', 'ㅎㅎ']"
572,엄기준 서현진 최우수상 받을줄 알았는데 무관이랑 너무 아쉬웠습니다 ㅠㅠㅠ,none,"['고', '원희', '작년', '인가', '연말', '시상식', '때', '대다', '선배', '님', '수상하다', '때', '다른', '연기자', '다', '들다', '일어나다', '손뼉', '치다', '혼자', '만', '자리', '앉다', '있다', '거', '보고', '뜨다', 'ㅠ', '개념', '없다', '버릇', '없다', '보이다']"
573,최우수상 ㅡ연기를 반평생을 해도 수상하기 힘든상인데ㅡ숮이라??그저 인기상이 최우수로 변질됐다고 생각할뿐이다 진심!!,offensive,"['고음', '자다', '지르다', '사람', '만', '노래', '자다', '거', '아니다', '이석훈', '처럼', '섬세하다', '듣기', '좋다', '목소리', '노래', '자다', '다', '장르', '다양하다', '뿐', '첨', '불', '후', '선', '이석훈', '목소리', '안', '먹히다', '거', '기다', '첨', '엔', '고음', '만', '점수', '많이', '나오다', '하지만', '지금', '달라']"
574,지성이 이대상 니꺼야 난 그게 더 듣디 싫턴데 ㅠㅠ 상도 운빨인거니? 지성보다 피고인에서 엄기준 연기력이 더 좋았음,offensive,"['고', '이은주', '배우', '서로', '사랑', '때', '랑', '너무', '다른', '모습', 'ㅇ', '다']"
575,시청자가 상주냐? 시청이나 하라고분수에 맞지않게 상주라 마라야,offensive,"['곳', '인', '팔이', '오다', '진짜', '세상', '지능', '이상하다', '애', '많다', 'ㅋㅋㅋ']"
576,지성만도 못한SBS,offensive,"['고정관념', '을', '바꾸다', '생각', '내', '힘드다', '만큼', '상위', '퍼', '말고', '퍼', '힘들다', '산다', '거', '한혜진', '씨', '정도', '면', '이제', '힘드다', '건', '다', '지나가다']"
577,습스전에 이종석조인성 최우수안주고 특별상줘서 욕먹은적도있지 이종석이번최우수는 인정,none,"['고주원', '커플', '방송', '늘리다', 'ㅠㅠ', '너무', '짧다']"
578,어이가없네 이건 무슨기준으로 뽑는거냐? 도대체가 뒤에서 돈받고 상 주는거냐? 기가막히고 코가막힌다 진짜 이래서 언제부터 이딴 상주는 시상식 보지를 않는다 진짜 역겹가 그냥 폐지해 하지마 뭐하러해?,hate,"['고주원', '표현', '력', '서툴다', '진심', '젤', '깊다', '연기자', '연기', '로', '진심', '이니까', '신', '중하', '고', '배려', '정말', '느껴지다']"
579,그래도 SBS 연기대상이 게 중 제일 나았음. 엄기준 안 준 것만 빼면 공동수상 없고 상 갯수도 적고 분위기도 훈훈하고. 지성 남궁민 이보영 이종석 수상 모두 ㅊㅋㅊㅋ 소감도 진정성 있고 좋더라. 담에도 좋은 작품으로 좋은 연기 보여주시길 기대합니다.,none,"['고지용', '왜', '자꾸', '나오다']"
580,연기력으로 상을줘야되지않음 이건뭐 얼굴이쁘고.잘생기고 인기있음 주는겨?수지 최우수상타는거보고 헉했네 엄기준 손호준 윤균상만불쌍함,offensive,"['고층', '아파트', '살', '지', '말고', '층', '이나', '반지하', '사다', 'ㅎㅎ']"
581,솔직히 지성두잘했지만 대상 아니다엄기준이야 말로 대상 이지지성 뒤에 누가 있나 보내...,offensive,"['고현정', '배', '되다', '불다', '그렇다', '행동', '거지', '돈', '아쉽다', '것', '아니다', '제', '맘', '안', '들다', '무뢰한', '짓', '거지', '뭐', '가끔', '얼굴', '까먹다', '드라마', '뜨다', '문', '뜨다', '문', '등장', '하고', '그냥', '접다', '동남아', '나가다', '살다', '얼굴', '못', '생기다', '게', '지다', '꾸다', '방송', '타', '려고']"
582,당잠사 상주려고 월화/수목으로 나눈거 티남ㅋㅋㅋㅋ무슨 수지랑 이종석이 최우수ㅋㅋㅋㅋ,offensive,"['고현정', '저러다', '혼', '당하다', 'ㅉㅉㅉ']"
583,월화드라마 서현진이 받았으면 이보영이 못 받았을텐데 반대 상황이었으면 더 난리 났겠지.,offensive,"['고현정', '특', '미실', '이후', '뭐', '하나', '제대로', '게', '없다']"
584,엄기준이 안받다니 ㄷㄷ...근데 이종석은 진짜 연기 잘 했고 최우수 받을 만 했다! 인정해주자~,none,"['고현정', '카리스마', 'ㄷㄷ', '너무', '이쁘다']"
585,KBS애정의조건 찍을때 지성 정말 멋있었다이건 아는사람만 알걸?,none,"['곧', '너', '가다', '왜', '울다']"
586,수지가 최우수상 받을때 엄기준같이 오랫동안 연기만 열심히 한 배우들은 마음이 어땠을까?,none,"['곧', '연예', '기사', '댓글', '폐지', '되다', '하니', '아줌마', '댓글', '볼', '날', '얼마', '안', '남다']"
587,부럽네요. 나도 불과 한달전까진 허니문베이비를 꿈꿨는데 이제 다 부질없네요. 당연히 순결할거라 믿었고 그래서 첫날밤까지 기다려준건데 배신감만 듭니다. 첫날밤 와이프가 피를 안흘렸어요. 처가집식구들이 일부러 절 속였단 생각에 화도나고 어제 처가집가기로 했는데 안간다고 했더니 혼자 울고 갔다와서 지금까지 한마디도 안해요. 이혼하고 싶네요,hate,"['곧', '혼', '뉴스', '뜨다']"
588,디패..너무 싫다 그리고 노잼 하는 사람들은 대체 뭐지?싸패인가?너무 어이없다 이것들은 그며는 어느누구 터지면 재미있다 이거잖아?ㅈㄴ웃긴놈들이네그리고 어제까지만 해도 사생활침해 뭐라하며 디패 존나 욕하더니 막상 터지니깐 응 노잼 이 지랄 떨고 사실 그쪽들도 자기가 싫어하는 사람 나와서 매장당하길 원했던거지?새해 첫날부터 인류애증 증발,hate,"['골목', '식당', '폐지']"
589,이주연 다리 새다리네 ㅎ 선남선녀 부러움,none,"['골목', '식당', '피디', '부터', '경찰', '조사', '번', '해보다', '되다']"
590,문죄인 외교참사 덮을려고..,hate,"['골키퍼', '있다', '골', '안', '들어가다', '핑', '끝', '까지', '밀다', '붙이다', '국민', '응원', '다']"
591,역시 디패 d^ ^b지디♡주연 이쁜만남 하길~~#,none,"['골프', '같이', '친', '게', '남편', '사건', '공모', '증거', '야', '뭐', '야', '왜', '박하다', '별', '비난', '받다']"
592,이로써 빅뱅도 다들 유부남 되는건가..,none,"['골프', '대회', '중', '무단이탈', '무', '개념', '아니다', '것', '개인', '전도', '아니다', '팀', '경기', '서']"
593,문재인 정권이 뭘 덮을라고..시기가 미묘하네요..,hate,"['골프', '선수', '않다']"
594,주연누나가 이쁘고 몸매도 좋긴하지,none,"['골프', '예능', '정말', '신', '박하다', '요새', '신선하다', '방송', '콘텐츠', '많이', '나오다', '것', '같다', '볼', '게', '많아지다', '것', '같다', '골프', '다른', '스포츠', '비', '자다', '모르다', '이번', '기회', '통해', '서', '많이', '알', '수', '있다', '것', '같다', '재밌다']"
595,주연예쁘긴하다 부럽,none,"['곱다', '차다', '행복하다', '거', '예요', '원희', '씨', '처럼', '예쁘다', '따뜻하다', '분', '엄마', '여서', '요', '끝', '까지', '곱다', '오다', '예쁘다', '시간', '되다', '기르다', '바라다', '곱다', '아', '힘내다']"
596,지드래곤이 드디어 여자보는 눈이 생긴듯자연미녀에 몸매도 좋고고딩때부터 털털한 성격으로 유명했지,none,"['공개', '하고', '싶다', '하나', '기자', '캐다', '다니다', '단독', '타이틀', '걸다', '기사', '내', '니까', '기자', '일으키다', '기자', '부추기다', '기자', '걱정']"
597,아니 뭐 둘이 같이 찍힌 투샷도 없는데 ㅅㅂ 제주도 그림?? 끼워맞추기 지리네,offensive,"['공과', '사', '어쩌고저쩌고', '거리', '애', '중학생', '인가', 'ᄏ', '연애', '일', '집중', '끌다', '올리다', '게', '얼마나', '힘드다', '오히려', '현아', '연애', '자기', '무대', '더', '열심히', '프로', '다운', '모습', '보여주다', '연애', '싶다']"
598,댓글봐라 ㅋㅋ 쿨한척 오지네 자기위로하는 지디 빠순이들 극혐,hate,"['공', '놀이', '나', '처', '게', '뭐', '벼슬', '이라고', 'ㅋㅋ', '김치', '남', '한남', '못', '생기다', '즈그', '끼리', '빨', '아대', '거', '보다', 'ㅋㅋㅋ']"
599,사귀면 사귄다 왜 말을 못해?글케 떳떳 하지 못 할 이유가 있나 hatenoneoffensive8년 솔찍해지자,offensive,"['공부', '공', '공부', '이민', '가다', '싶다']"
600,대박적..예쁜 사랑하길!,none,"['공부', '라', '단', '따르다', '설치', '지', '말고']"
601,3none대 상폐녀들 ㅂㄷㅂㄷ,hate,"['공블리', '항상', '응원', '공', '배우', '님', '인성', '좋다', '저희', '팬', '당연하다', '매너', '가다']"
602,내가 이주연씨 사랑하면지드래곤도 자살하는건가?행복하게 잘 사세요~♡,none,"['공산당', '교육', '밑', '에서', '자랏우', '니', '공산당', '말', '쓰다', '한국말', '쓰다', 'ᄃ', '신들', '너', '나']"
603,이주연 존예더라..잘 어울림,none,"['공산당', '무서움', '을', '알다', '중국', '정도', '인데', '북한', '오죽', '긋다', '미국', '박정희', '없다', '우리나라', '저', '꼴일', '수도', '있다', '걸', '알다']"
604,난.. 지드래곤과 아이유가 사귀었음 좋겠다고 생각했눈데.... ㅠㅠ 흑흑 아무도 밀지않더라도 나혼자라도 밀겠다ㅠㅠ!!!!!,none,"['공연', '보지', '맙시', '다', 'ㅠ']"
605,이제 대세는 방탄이군요 다들 ㅇㅈ?,none,"['공유', '씨', '허겁지겁', '달려가다', '손잡다', '주다', '거', '보고', '소름', '끼치다', '협박', '당', '하고', '있다', '거', '면', '당근', '이라도', '흔들다', '줄다']"
606,이주연 기럭지 좋고 얼굴되고..지디에게 좀 아깝지..만약 둘다 연예인이 아니고 일반인 이었다면 이주연이 지디 안 처다봤을 거야..지디는 연예인인게 행복해야 하는애야..,offensive,"['공인', '이란', '것', '나오다', '서다', '졸', '천념', '척', '이혼', '오지', '게', '이러니', '조상', '피', '눈물', '을', '흘리다']"
607,이놈의 정부는 또 뭘 덮으려고.... UAE 임종석?,hate,"['공인', '이면', '모범', '보이다', '쓰레기']"
608,어후 꼴보기 싫어 지디는 여자가 무슨 장난감인줄 아냐 싫증나면 겁나 갈아치우네,offensive,"['공장', '진짜', '팔다', '알', '고', '내심', '걱정']"
609,지디 아깝....,none,"['공정위', '백', '대표', '님', '방송사', '무슨', '관계', '길래', '프랜', '차이', '지다', '사장', '님', '땅', '짚다', '헤엄', '치', '게', '만들다', '밝히다', '줄다', '전국', '백', '다방', '순식간', '생기다', '기존', '커피숍', '다', '망하다', 'ㅠㅠ']"
610,이주현이 수지보다 offensivenone배는 더 이뿐데 아직 배우로 이렇다할게 없다보니,offensive,"['공효진', '바가지', '쇼핑몰']"
611,지섭이 먹은거 먹네,hate,"['공효진', '발', '연기', '나', '이질', '생각', '없다', '왜', '계속', '주', '연일', '끄다']"
612,공개연애는 여자에게 절대적으로 불리.지디야 책임져라.,none,"['공효진', '님', '대상', '축하', '드리다']"
613,디패 이 ㅂ ㅅ ㅅㅋ들아 세계적인 가수 mc무현 연애를 조사해봐야지 쓸데없짓 처 하고있노,hate,"['공효진', '하고', '김래원', '다른', '예능', '안', '나오다', '시청률', '안', '나오다', '저런', '프로', '이렇다', '원아', '차라리', '시상식', '에를', '나와라']"
614,난 이주연 별로던데,offensive,"['과거', '마지막', '승부', '에서도', '농구', '못', '손지창', '주인공', '이라', '너무', '어색하다', '박형준', '정말', '당시', '중대', '동호회', '농구', '주다']"
615,전라도 사람들 dna만 다 등록해놔도 우리나라 범죄수사 hate배로 쉬울텐데...이번 고준희양 사건도 역시 전라도 전라도하더니 진짜 전라도가 전라도 해버린 사건....그거 보면서 느꼈다..역시 전라도... 의심스러우면 전라도를 먼저 주목하라!!!,hate,"['과거', '과거', '로', '넘어가다', '마음', '안', '들다', '고조', '배', '까지', '파헤치다']"
616,둘이 잘 어울리네요 행복했음 좋겠다,none,"['과거', '과거', '일', '뿐', '노래', '너무', '좋다', '힘내다']"
617,디패 사생활침해 이정도는 범죄 아니냐?,offensive,"['과거', '미화', '오지', '네', '천재', '라고', '서태지', '극찬', '엄청', '밀다', '주다', '노래', '그저', '그래서', '못', '뜨다', '게', '팩트']"
618,둘 기럭지 차이가 많이 나네 이주연 남자들이 좋아할 스타일이지,none,"['과고', '에서', '서울대', '카이스트', '보다', '훨씬', '가기', '힘드다', '데']"
619,이주현 소지섭이랑 사귄다고 하더니 왜 지디야? 정말 싫다 지디야 왜그리 눈이 낮니,offensive,"['과연', '신동욱', '힘드다', '과거', '딛다', '재기', '시기', '이렇다', '기사', '나오다', '행동', '진실', '밝혀지다', '일이', '지만', '조부', '언론', '플레이', '손자', '망치', '고', '있다', '건', '나', '만의', '생각']"
620,화장하는 방송에서 봤는데 와 진짜 예쁘다 했었는데 저 여자군요 지디랑 이주연이랑 결혼하면 태양은 민효린과 결혼하고 두커플 탄생이네요 ㅎㅎ 축하해요,none,"['과연', '명일', '끄다', '옹', '강', '근본', '어디', '못', '간다', 'ㅋㅋ']"
621,연예인가십거리 줄줄꿰는 십백수 방구석 돼지년들 뭔 대단한거 알고있었단듯이 시크하게 말하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,hate,"['설정', '여기', '나', '옵니다', '뜨다', '즐', '아', '나바', 'ㅎ']"
622,"빅뱅,지디 두물은 가서 노관심. 그시간에 방탄기사나 더 올려라",offensive,"['일본', '정부', '잘못', '이지', '원폭', '죄', '없이', '죽다', '민간인', '잘못', '아니다', '게', '얼마나', '무섭다', '행위', '인지', '인', '지하', '지', '못', '게', '더', '무섭다', '느껴지다']"
623,지디동생이 눈빛이싱한 일본여자친구말고 우리나라 이쁜아가씨를 만나니 좋기만해요응원합니다,offensive,"['관리', '하자', '저건', '자연스럽다', '현상', '아니다', '충분하다', '관리', '수', '있다', '나이', '인데', '대다', '중', '한테', '노출하다', '남', '배우', '저', '게', '뭐', '냐', '여배우', '이다', '기자', '후덕', '제목', '부터', '달다', '진심', '숙연']"
624,이런짓좀하말자....연예인들도 사람이다,none,"['관상', '과학', '인', '거', '알', '지']"
625,퇴물끼리 연애한다는데 뭘 어쩌라구? 오히려 디패가 offensive월 offensive일 디패데이에 동성애 커플 대형 팩트 터트리려다 여론이 안 좋으니까 offensive월 offensive일 지디 주연 커플 터트리기로 급선회한 느낌인데?? 동성애가 죄는 아니지만 그 커플이 누군지 궁금하긴 하다??,offensive,"['관상학', '적', '앞', '빵', '을', '제', '집', '드나들다', '들락날락', '상이', '로구나']"
626,글쎄 데이트라고 할 증거가 전혀 없는데????,offensive,"['관심', '받다', '싶다', '선동', '질', '불과하다', '호응', '건', '바보', '짓']"
627,주연아파트주차장에 지디라고 옷똑같이입고 여자분이네요.. 모하시는거죠?공항들어갈때 안에입은 티셔츠 색도 다르고요..저렇게까지 설정해서 모하는거에요?,offensive,"['관심', '없다', '이렇다', '기사', 'ㅋ']"
628,갓스시두고 김치를.. 지디 실망이네..고마츠 나나에서 왜 슈퍼 다운그레이드 되노,hate,"['관심', '없다', '문', '씨', '아저씨', '일자리', '언제', '없다', '가가', '관심', '이다']"
629,그냥 데이트하지~왜 저럴까? 연앤이라고 뭐 신비주의 그런건가? 정식 인정하면 팬들 떠나서 돈벌이 줄어들까봐? 걍~인정하고 연애하는게 속편하고 즐겁지 않을까?,offensive,"['관심', '없다', 'ㅋㅋ', '지상파', '나오다', '욕', '만', '더', '먹다']"
630,정말 이래서 연예인들이 자살하는거 같다.연예인들도 똑같은 사람이다.아무리 국민들이 알권리가 있다해도 어느정도 선이 있다. 일반인들 옆에 hate4시간동안 누가 지켜보고 있으면 스트레스 받아서 바로 다 자살할걸?,offensive,"['관심', '종자', '암튼', '가다', '연예인', '병', '을', '키우다']"
631,나였으면 다 고소한다.. 무서워서 일상생활 불가능할듯 다 똑같은 사람인데 어딜가도 시선이 느껴지고 편한사람들을 만나도 행동거지 하나하나 조심해야하고... 극한직업 연예인~,offensive,"['관', '종도', '이렇다', '관', '종이', '없다', '노', '답']"
