,label,token
7416,none,"['포방', '터', '아무', '말', '아야', '함']"
7417,none,"['폭력', '양쪽', '말', '필요', '냐']"
7418,none,"['폭죽', '이야', '잘못', '된', '거', '지만', '거기', '등', '산로', '인데', '흡연', '거기', '등산', '로', '사람', '있', '수', '있', '는데']"
7419,hate,"['폭풍', '짜리몽땅', '됬', '노']"
7420,none,"['표', '예진', '처음', '부터', '예견', '된', '거', '라', '넘', '뻔하', '아니', '라고', '자니', 'ㅋㅋㅋ', '작가', '난감', '겠', 'ㅋㅋㅋ']"
7421,none,"['표절', '선동', '사람', '명예', '훼손', '입니다', '서태지', '앨범', '한곡', '한곡', '가사', '그리고', '장', '앨범', '표절', '안', '했', '다는', '증거', '입니다', '그냥', '아무렇', '않', '사실', '말', '매도', '거', '그', '뮤지션', '피땀', '눈물', '노력', '짓밟', '거', '에요']"
7422,offensive,"['표', '절곡', '대놓고', '방송', '에서', '쳐부', '르네', '정신', '나갔', 'ㅋㅋ']"
7423,offensive,"['표정', '행동', '보', '사람', '불편', '해요', '저러', '케', '불편', '해', '할꺼', '모', '러', '왔', '나요']"
7424,hate,"['표정', '맘대로', '못', '하나', '한국', '이란', '쯧쯧']"
7425,offensive,"['푸핫', '누군지', '모르', '지만', '기사', '제목', '참', '어이없', '어서', '댓글', '단다', '사귀', '었', '다가', '헤어지', '좋', '선후배', '로', '남', '는데', '이게', '말', '돼', '그리고', '더구나', '파혼', '인데', '선후배', '그냥', '각자', '길', '기', '로', '했', '다고', '쓰', '셔']"
7426,offensive,"['푸핫', '등', '아니', '등', '법대', '졸', '입', '커녕', '입학', '아닌', '것', '수시', '지원', '에다', '불', '것', '아니', '불합격', 'ㅋㅋ', '어쩌', '라고', '노래', '나', '등해', '라인', '정해', '주마', 'ㅈ']"
7427,hate,"['풀려나', '개', '똘', '끼', '같', '소리', '너희', '집', '인데', '어딜', '풀려나', '내일', '풀', '어', '준', '데', '돈', '주']"
7428,hate,"['풀려나', '똑', '약', '할려고', '냐', '그냥', '나와서', '죽', '어라']"
7429,none,"['프', '듀', '안', '보', '팬', '된', '거', '니', '상관없', '나']"
7430,offensive,"['프', '듀', '주작', '없음', '워너', '원', '명', '주작', '이런', '개소리', '믿', '흑우', '없', '죠']"
7431,none,"['프', '듀', '출신', '중', '성공', '건', '역시', '청하', '갓', '그', '다음', '전소연', '김세정', '정', '채연', '이서정']"
7432,offensive,"['프', '듀', '이야기', '빠지', '니', '해체', '무', '새', '되살아나', '댓글', '비율', '대', '여성', '톱', 'ㅋㅋ', '안', '봐도', '보이', '죠']"
7433,offensive,"['프', '듀', '출신', '롤', '모델', '로', '워너', '원', '말', '했', '어야지', '요즘', '더', '나가', '것', '워너', '원']"
7434,offensive,"['프로', '불', '참', '러', 'ㅋ']"
7435,offensive,"['프로그램', '없애', '드', '맴', '버', '자꾸', '교체', '해요', '지겹', '하나', '안', '궁금', '그래서', '채널', '돌리', '여기저기', '재방', '젠장', '박나래', '부터', '바꿔', '설치', '꼴', '이란', '하나', '안', '웃', '껴']"
7436,offensive,"['프로그램', '제목', '불타', '청춘', '인데', '점점', '불타', '황혼', '거', '같', '회성', '근황', '소개', '론', '좋', '지만', '취지', '맡', '했', '으면']"
7437,hate,"['프로그램', '패지', '해라', 'ㅇㅇ']"
7438,offensive,"['프로그램', '폐지', '까지', '시키', '다니', '진짜', '대단', '끝', '까지', '민폐', '구나']"
7439,offensive,"['프로', '다운', '대처', '무슨', '그러', '돌아다니', '애', '따라', '한다', '행실', '똑바로', '해라']"
7440,none,"['프로필', '사진', '바꿔야', '겠', '어요', 'ㅋ', '대단', '시', '네요']"
7441,offensive,"['프리', '된', '얼마나', '됐', '다고', '사건', '사고', '이렇게', '많', '아']"
7442,offensive,"['피디', '식당', '미쳤', '나', '뭐', '맨날', '먹', '놀', '그게', '끝', '야', '징글징글', '허접', '컨텐츠']"
7443,offensive,"['피떡', '되게', '맞', '위자료', '명분', '돈', '받', '았', '거', '같', '은데']"
7444,none,"['피자', '토마토', '소스', 'ㅋㅋ', '어떻게', '그런', '생각']"
7445,hate,"['피피', '엘', '꼴', '베기', '싫']"
7446,offensive,"['피해', '변호인', '강용석', '강용석', '도도', '맘', '이러쿵저러쿵', '했', '던', '것', '거짓', '일관', '둘', '함께', '사진', '찍힌', '거', '있', '으니', '그때', '서', '야', '역겹', '그런', '인간', '변호', 'ㅎㅎㅎ', '부인', '자식', '불쌍']"
7447,offensive,"['피해자', '사촌', '형', '연예인', '친구', '많', '아서', '좋', '겠']"
7448,none,"['피해자', '할머님', '께', '힘', '못', '어', '드려', '죄송', '합니다', 'ㅜㅜ진심으로', '할머님', '남', '여생', '편안', '시', '길', '바랍니다']"
7449,none,"['피해자', '생각', '안', '시', '나', '입장', '바꿔', '보', '못', '그랬', '꺼', '같', '뎅']"
7450,none,"['피해자', '보', '얼마나', '가슴', '아플까', '요', '굳이', '올리', '건']"
7451,none,"['피해', '자분', '지금', '얼마나', '힘들']"
7452,offensive,"['필', '모', '남자', '자존심', '망가뜨렸', '그', '이후', '론', '안', '본다', '개', '느끼', '웃음', '잘난', '척', 'ㅋ']"
7453,offensive,"['필', '모씨', '부인', '그만', '돌려', '그러', '깨진다', '진심', '걱정']"
7454,none,"['필', '모', '커플', '비', '호감']"
7455,hate,"['필요', '악', '여자']"
7456,offensive,"['핑클', '엔', '전라도', '애', '없', '어서', '좋']"
7457,none,"['지금', '이쁜', '디', '더', '이뻐', '믄', '우케', '요', 'ㅋ', '지방', '들어내', '셨', '다니', '축하', '하드', '레', '요', '응원', '합니다']"
7458,none,"['나', '혼산', '실망', '임수향', '핵', '노', '잼', 'ㅠㅠㅠ', '박나래', '편', '이나', '더', '길', '방송', '내보내', '주']"
7459,offensive,"['하객', '중', '탁재훈', '왜', '껴', '붙', '어', '있', '아', '시', '분']"
7460,offensive,"['하기사', '여자', '남자', '뒷바라지', '해도', '밥값']"
7461,none,"['하긴', '지코', '워낙', '독보', '적', '긴']"
7462,hate,"['김', '서현', '멜', '로', '연기', '해야', '는데', '토', '나올']"
7463,offensive,"['하나', '예언', '한다', '구혜선', '머지않', '았']"
7464,none,"['하나', '경', '뭔가', '억울', '해', '보이', '긴', '더라']"
7465,none,"['하나경', '씨', '힘내', '요', '고집', '스러운', '말', '상처', '받', '않', '기']"
7466,none,"['하나님', '좋', '말씀', '대로', '행하', '려', '기도', '됩니다', '목사', '보', '교회', '다니', '거', '아닙니다', '저', '인간', '라', '돈', '보', '욕심나', '똑같', '것', '입니다', '하나님', '교회', '욕하', '안', '됩니다']"
7467,hate,"['하나', '부터', '열', '까지', '전부', '가식', '보', '여짐', 'ㅋ', '내', '볼', '땐', '얘', '프로그램', '끝', '나', '절대', '안', '볼', '사이', '야', '옥주현', '봐라', '프로그램', '때문', '억지로', '어울리', '거', '눈', '보임']"
7468,none,"['하나', '뿐', '정상', '고래', '엄마']"
7469,hate,"['하늘', '같', '남편', '한테', '반말', '것', '봐도', '구해', '선', '죽', '일련', '남편', '니', '몸종', '냐', '밸', '아', '먹', '논', '아']"
7470,offensive,"['하늘', '같', '서방', '어려움', '겪', '으면', '함께', '해체', '나가', '야지', '툭하면', '이혼', '여']"
7471,none,"['니', '너무', '예쁘']"
7472,hate,"['니', '악', '플', '러', '악질', '로', '유명', '시', '아', '준', '수', '빠', '죄', '순', '라던데', '헤어졌', '놔', '줘라', '괜히', '대중', '선동', '말']"
7473,hate,"['데이트', '폭력범', '방송', '소환', '니']"
7474,offensive,"['하도', '나대', '다니', '니']"
7475,none,"['라', '양', '자리', '에서', '응원', '있', '을게요']"
7476,none,"['라', '언니', '두려워하', '마', '라', '언니', '동새', '왔', '용감', '싸우']"
7477,none,"['하루', '연애', '로', '서로', '감정', '절절', '설정', '이해', '안', '지만', '연기력', '좋', '았', '슴', '작가', '감독', '연출력', '더', '좋', '아', '졌', '슴', '좋', '겠', '서강준', '이솜', '연기력', '짱']"
7478,hate,"['안', '안', '거', '여시', '같', '여시', '같', '짓', '자기', '개인', '트위터', '아니', '구', '담', '부터', '불', '확실', '건', '올리', '마']"
7479,none,"['믄', '좋', '치', '적당히']"
7480,offensive,"['하승진', '얼굴', '저런', '여자', '랑', '결혼', '다니']"
7481,none,"['하승진', '패밀리', '핵', '꿀', '잼', 'ㅋㅋ', '계속', '나와', '주', '세요']"
7482,hate,"['하승진', '항상', '권투', '라운드', '까지', '간', '선수', '얼굴', '있']"
7483,offensive,"['하시시', '박', '참', '수수', '매력', '적', '에요', '성형', '똑같', '얼굴', '보', '다가', '너무', '신선', '예뻐요']"
7484,none,"['하아', '경리']"
7485,hate,"['하여가', '아줌마', '드라마', '보', '면서', '감', '놔', '배', '놔', '건', '알', '아', '줘야', '한다니까', 'ㅋㅋ', '서현진', '죽', '었', '다고', '안', '본다고', '안', '보', '긴', '개뿔', '담주', '눈깔', '처박', '있', '뻔']"
7486,offensive,"['하여간', '여성', '인권', '여성', '인권', '것', '같', '여자', '더', '깎', '아', '내려요', '보', '면은']"
7487,hate,"['하여튼', '개돼지', '뭐', '눈', '뭐', '보인다고']"
7488,hate,"['하여튼', '구하', '라', '욕', '메', '갈', '페미', '년', '정신', '차려라', '인생', '이나', '걱정', '뭔', '악', '플', '질', 'ㅋㅋ', '라구', '화이팅']"
7489,hate,"['하여튼', '김치', '년']"
7490,none,"['하연수', '작품', '활동', '안', '나']"
7491,hate,"['하연수', '아니', '라', '임창정', '이나', '김구라', '저랬', '어도', '문제', '됬', '을까', '젊', '여성', '머리채', '그만', '잡', '아라', '녀', '살려']"
7492,hate,"['하연주', '보', '기', '싫']"
7493,hate,"['하와이', '서', '낳', '꺼', '쥬']"
7494,none,"['가족', '바라봐', '괜실히', '같이', '웃', '기분', '좋', '아', '행복', '바이러스', '가득', '집', '입니다', '늘', '보', '기', '좋', '사람', '꽃', '보다', '아름다워', '란', '노래', '가사', '처럼', '예뻐요', '가족', '파이팅']"
7495,none,"['하지원', '넘', '아', '쉽', '초콜릿', '보다', '하지원', '이번', '북한', '설정', '드라마', '현빈', '하고', '출연', '햇', '으면', '대박', '터', '졋', '텐데', '너무', '아쉽', '물론', '지금', '여주', '괜찮', '아', '보이', '지만', '배역', '자체', '하지원', '딱', '맡', '드라마', '초콜릿', '잔잔', '감동']"
7496,offensive,['하차']
7497,none,"['하차', '기사', '안', '나', '너', '가족', '에게', '관심', '가지', '말', '라며', '기자', '랑', '방송', '뭐', '냐']"
7498,offensive,"['하차', '반대', '어이', '없', 'ㅋㅋ', '이런', '기사', '나올', '줄', '상상', '못했']"
7499,none,"['하차', '세요', '예능', '인데', '감정이입', '욀', '거', '같', '네요']"
7500,offensive,"['하차', '해라', '대본', '받', '아', '면서', '연기', '기', '안', '짜증', '나', '실제', '커플', '인데', '조용히', '연애', '나', '세요', '돈', '좋', '지만', '보', '사람', '입장', '에서', '둘', '별루', '여', '그냥', '보', '기', '싫', '어', '졌', '어']"
7501,none,"['태식', '돌아왔', '구나']"
7502,offensive,"['하튼', '못', '생겨', '거지', '신비주의', '저놈', '컨셉', '늙', '어', '거', '까지', '저러', '내', '무도', '에서', '노홍철', '극', '혐학', '때', '부터', '니', '인성', '거', '덜', '날', '못', '난아']"
7503,offensive,"['하필', '그', '말', '많', '황제', '로', '거닐', '던', '그', '차', '병원']"
7504,none,"['하필', '암', '중', '에서', '혈액', '암', '냐']"
7505,none,"['하하', '플러스', '유재석', '너무', '질린다', 'ㅡㅡ']"
7506,hate,"['하현우', '그렇', '지르', '가왕', 'ㅉㅉ']"
7507,hate,"['하현우', '팬', '혐오', '스럽', '가수', '로', '애', '뭔', '대단', '커리어', '있', '다고', '여자', '수라', '팬', '수', '적', '으니', '아주', '악', '플', '쩌']"
7508,offensive,"['하희라', '살', '빼', '라']"
7509,offensive,"['학구파', '배우', '그저', '그런', '배우', '라는', '뜻', '입니다']"
7510,hate,"['학력', '인물', '직업', '부자', '남편', '행복', '가정', 'ㅋㅋ', '메', '갈', '지랄', '할']"
7511,offensive,"['학사', '비리', '있', '기다', '추적', '해', '바']"
7512,none,"['학창', '시절', '여신', '유명', '했']"
7513,hate,"['학', '폭', '피해자', '치', '되게', '당차', '심하', '당했', '다면', '보통', '저렇게', '언', '플', '못', '할', '텐데', '그냥', '갈굼', '당했', '는데', '된', '거', '보', '니까', '짜증', '난', '결국', '엔', '비슷', '갈굼', '당한', '분', '동참', '할', '테', '연예인', '긴장', '타', '겠', 'ㅋ']"
7514,hate,"['한남', '충', '악', '플', '그만', '써라', 'ㅉㅉ', '느그', '애비', '애비', '불쌍', '한남', '이래서', '임신', '시키', '말', '뱃속', '에서', '안락', '시켜야', '는데', 'ㅉㅉ', '아들', '낳', '한국', '여자', '존나', '싫', '어']"
7515,offensive,"['한가인', '다리', '인가요', '실하', '네요']"
7516,none,"['한고은', '부부', '재미', '업', '어요', 'ㅠㅠ']"
7517,none,"['한고은', '씨', '동상이몽', '이후', '예능', '에서', '않', '보이', '나', '했', '는데', '반갑', '네요', '화이팅', '입', '니당']"
7518,hate,"['한고은', '아비', '남', '돈', '빌려서', '미국', '도망가', '서', '그', '가정', '망쳤', '는데', '고은', '집안', '될', '리', '없', '아버지', '잘못', '곳', '찾아가', '사과', '먼저']"
7519,offensive,"['한고은', '아기', '있', '으면', '좋', '겠', '다는', '생각', '던데', '욕', '먹', '댓글', '인가', '싶', '기', '더', '나이', '먹', '기', '전', '아기', '있', '으면', '더', '좋', '것', '같', '은데']"
7520,offensive,"['한고은', '지금', '남편', '보다', '박준형', '더', '어울렸', '어']"
7521,offensive,"['한고은', '왜', '자꾸', '나오', '는겨', '얘', '보', '마이크로닷', '생각나', '는데']"
7522,hate,"['한국', '김치', '였', '다면', '하나', '키우', '기', '힘들', '다고', '남자', '한테', '징징', '됐', '텐데', '박주호', '부럽', '역시', '결혼', '갓', '양녀']"
7523,none,"['한국', '배우', '아니', '마동석', '보', '유승준', '빨리', '국내', '입국', '허용', '해서', '연예', '활동', '할', '수', '있', '도록', '비상식', '적', '제재', '풀', '어', '줘야', '된다']"
7524,none,"['한국', '배', '우임', '자랑', '스럽', '습니다']"
7525,none,"['한국', '서열', '위', '방탄', '정도', '엑소', '워너', '원', '미국', '진출', '진짜', '난리나', '겠', 'ㄷ', 'ㄷ']"
7526,hate,"['한국', '여성', '김치', '소리', '발끈하', '는데', '니', '뼛속', '꺼지', '김치', '쉰', '녀', '다니', '여기', '서', '댓글', '남긴', '걸', '봐', '왜', '임신', '님', '나쁘', '욕', '쳐', '냐', '그것', '자체', '김치', '녀', '라는', '증거']"
7527,hate,"['한국', '여자', '진짜', '존나게', '맞', '아야', '긴', '함']"
7528,hate,"['한국', '연애', '왜', '케', '돈', '싶', '버', '냐', '일본', '처럼', '굴려', '라미', '소녀', '에이', '브이', '찍', '예능', '나와서', '팬티', '노출', '기본', '고산', '벌레', '집어먹', '그래야', '겨우', '월', '번']"
7529,hate,"['한국', '유명', '가수', '찌질', '동네', '서', '버스', '킹', '면서', '감동', '줬', '다고', '자기', '기', '개한', '심한', '프로그램']"
7530,none,"['한국', '중년', '남자', '배우', '스타일', '얼굴', '부분', 'ㅡ짱짱', '배우', '이정재', '정우성', '장동건', '원빈']"
7531,hate,"['한국', '년', '수준', '생각', '치도', '않', '가관', '니', '비위', '맞춰', '주', '면서', '살', '려면', '나이', '차', '최소', '년', '나', '야', '맞춰', '주', '돈', '버', '남편', '만났', '으면', '고마운', '줄', '알', '아야지', '하나', '채워', '하나', '더', '내놓', '으라는', '심', '뽀', '징글징글']"
7532,hate,"['한국', '년', '항상', '부푼', '환상', '품지', '녀', '본질', '잊', '고서', '말']"
7533,offensive,"['한국', '사람', '못', '엮', '어서', '안달']"
7534,hate,"['한국', '사람', '대마초', '가지', '호들갑', '후진국']"
7535,none,"['한국', '에서', '김소연', '다음', '가장', '미인']"
7536,hate,"['한국', '에서', '좃', '연기', '못', '해서', '중국', '간', '분임', '중국', '에서', '뜬', '이유', '단', '하나', '중국', '더', '빙', 'ㅋㅋ']"
7537,offensive,"['한국', '에서', '부성애', '모성애', '너무', '과대평가', '함', '흙', '수저', '부모', '자식', '낳', '자체', '그', '자식', '에게', '죄', '것', '낳', '았', '으니', '계속', '책임', '건', '당연', '거']"
7538,hate,"['한국', '여자', '집', '에서', '청소', '나처', '해라', '밖', '싸돌아다니', '말', 'ㅋㅋ', '생리대', '로', '싸대', '기', 'ㅈ', 'ㄴ', '치', '싶', '으니깐']"
7539,hate,"['한국', '여자', '방송', '프로', '말아먹']"
7540,none,"['한국', '여자', '욕', '걸', '보', '니까', '송혜교', '씨', '정말', '훌륭', '사람', '시', '네요', '응', '원합니다']"
7541,offensive,"['한국', '여자', '랑', '결혼', '아니', '분명', '남편', '사업', '안', '됐', '거']"
7542,none,"['한국', '와서', '살', '그', '정돈', '아무것', '아닐', '텐데', '참', '귀', '화', '해라']"
7543,offensive,"['한국', '무', '관심', '에요', '기사', '정정', '세요', '누군지', '모르', '는데']"
7544,offensive,"['한국', '사람', '하나', '죽이', '거', '아무것', '아닌가', '봐', '전', '미투', '로', '조민기', '죽이', '더니', '젭', '빚', '투', '서', '마', '닷', '죽이', '거', '야', '한국', '대단', '해', '적당히', '해라', '나', '나', '지만', '댓글', '달', '시간', '있', '으면', '다른', '일', '하나', '더', '해라']"
7545,offensive,"['국판', '사기', '가족', '전', '세계', '널리', '알린', '영화', '근데', '내', '왜', '부끄럽']"
7546,offensive,"['한글', '잘못', '쓴', '거', '가지', '사람', '단정지', '어', '무식', '다는', '둥지', '뭐', '한글', '완벽', '아', '나']"
7547,offensive,"['끼', '줍쇼', '더', '민폐']"
7548,hate,"['한남', '결혼', '비극', '뿐', '야']"
7549,hate,"['한남', '남', '적', '남', '보소', 'ㅋㅋㅋ', '어떻게', '든', '합의', '본', '거', '학', '폭', '빼', '애', '애액', '거리', 'ㅋㅋㅋ', '그렇게', '잘생긴', '남자', '연예인', '질투', '나냐', '한남', '아', 'ㅉ']"
7550,hate,"['한남', '데이트', '폭력', '근절', '해', '주', '세요', '특히', '애인', '아내', '죽이', '한남', '에게', '사형', '주', '세요', '그리고', '가정', '폭력범', '신상', '공개', '해', '주', '세요']"
7551,offensive,"['한남', '또', '난리', '났', '쯧쯧']"
7552,hate,"['한남', '또', '범죄자', '한테', '감정', '입', '오져서', '만화책', '왜', '이러', '있', '으휴', '국산', '남']"
7553,hate,"['한남', '저런', '의상', '좋', '아', '니', '성범죄', '율', '올라간다', '여성', '안심', '밤거리', '돌아다닐', '수', '있', '도록', '저질', '적', '의상', '남자', '교도소']"
7554,hate,"['한남', '정신', '나갔', '딸', '저렇', '술', '먹이', '모텔', '가도', '꽃뱀', '라고', '할', '건지', '한남', '적나라', '성', '인식', '수준', '여기', '댓', '드러나', '원', '나잇', '성폭행', '분간', '못', '저', '난리', 'ㅉㅉ']"
7555,hate,"['한남', '아', '제발', '악', '플', '멈춰', '왜', '바닥', '자꾸', '찍', '냐']"
7556,hate,"['한남', '페미', '메', '갈', '이런', '것', '안', '는데', '말', '거', '들으면', '토악', '질', '나와서', '칼', '꽂', '싶', 'ㄷ', 'ㄷ', '한국', '남자', '분', '제발', '인성', '갖추', '예의', '바르', '사세요']"
7557,hate,"['한남', '문제', '야', '아주', '뭐', '라도', '된', '거', '마냥', '어린애', '이나', '괴롭히', '희열감', '느끼', '냐', '지도', '덩치', '있', '남자', '였', '으면', '머리털', '끝', '하나', '건들이', '못할', '것', '아주', 'ㅡㅡ']"
7558,offensive,"['한남', '지만', '명복', '빌', '어', '드릴께요']"
7559,hate,"['남자', '인생', '망가뜨리', '마약', '이나', '빨', '며', '시궁창', '사', '니까', '악', '플', '달리']"
7560,hate,"['녀', '글', '험담', '악', '플', '뒷', '다마', '없인', '못', '사', '존재', '문희준', '씨', '힘내', '세용']"
7561,offensive,"['녀', '문재', '대통령', '님', '정상', '회담', '와중', '이런', '거', '나', '보', '앉', '아', '있', '또', '으휴', 'ㅉㅉ']"
7562,hate,"['녀', '성형', '안', '자연', '외모', '로', '일본', '녀', '상대', '못', '한다', '녀', '성형', '해서', '눈', '크', '얼굴', '작', '는데', '일본', '녀', '원래', '눈', '크', '얼굴', '작', '베이스']"
7563,hate,"['녀', '원래', '부러우', '이렇게', '댓글', '다는', '거', '냐', 'ㅋㅋ']"
7564,hate,"['녀', '걱정', '없', '개', '빻', '거', '누가', '데려가', '냐']"
7565,hate,"['한동안', '곧', '휴가', '즐겁', '겠', '구나', '부럽', '석아']"
7566,none,"['한동안', '안', '보이', '더니', '불편', '요즘', '갑자기', '왜', '이래', '이상민', '재기', '성공', '열심히', '사', '보', '기', '좋', '은데', '고추', '가루', '야', '뭐', '야']"
7567,none,"['한때', '프로', '토스', '전설', '기욤', '페트리', '님', '축하', '합니다']"
7568,offensive,"['한때', '나마', '내', '예', '진이', '좋아했', '다는', '너무', '창피', 'ㅠ', '아줌마', '예진', '이건', '아니', '거던', '아', '나', '엄청', '챙피', '꽥', '고파', 'ㅠ']"
7569,none,"['한마디', '로', '웃긴다', '왜', '남', '물', '늘어지', '나']"
7570,offensive,"['명', '대학원', '사', '기', '쳐서', '들어가', '명', '성폭행', '해', '참', '문제', '많', '그룹']"
7571,offensive,"['무당', '사기', '꾼', '이랑', '흠']"
7572,hate,"['무당', '돌팔이', '무당']"
7573,offensive,"['한물간', '연예인']"
7574,hate,"['한물간', '장윤정', '현빈', '비교', '치', '말', '거라', '지금', '송가', '최', '고닌', '께']"
7575,hate,"['밑천', '챙길', '수', '잇', '부의금', '거절', '다니']"
7576,none,"['번', '봐', '줘야', '겠']"
7577,none,"['번', '안', '본', '드라마']"
7578,none,"['번', '안', '봤', '그냥', '역도', '요정', '김복주', '주', '구', '정창', '정주', '행', '는데']"
7579,none,"['번', '실수', '그동안', '성과', '무너뜨리', '는구나', '애증', '인물', '하지만', '시간', '지나', '마무리', '곧', '돌아오', '길', '희망', '한다']"
7580,hate,"['부모', '가정', '셨', '네요', '제발', '나라', '세금', '안', '쓰', '시', '길']"
7581,none,"['한서희', '씨', '한테', '악', '플', '남기', '말', '아', '주', '세요']"
7582,none,"['한수민', '씨', '예뻐요']"
7583,none,"['한식', '모르', '미카엘', '너무', '다그치', '것', '같', '아', '점점', '시청', '기', '싫', '어', '네요', '다정', '가르치', '한국', '온정', '보', '엿', '으면', '더', '좋', '텐데', '김수미', '씨', '넘', '몰아부치', '것', '같', '아요']"
7584,hate,"['한심', '드라마', '나', '처', '보', '앉', '아', '있', '때', '나', '요', '조국', '후보자', '님', '우리', '손', '지켜야', '합니다', '국민', '청원', '서명', '해', '주', '세요', '이대로', '토착', '왜구', '나라', '먹', '힙', '니다']"
7585,hate,"['한심', '애기', '엄마']"
7586,none,"['한예슬', '보다', '어울림']"
7587,none,"['한은정', '신인', '때', '생각난다', '악역', '연기', '악착같이', '해서', '밤', '에서', '취재', '갔', '던', '거', '떡잎', '부터', '남달랐', '확', '못', '뜬', '아쉽', '지만']"
7588,none,"['한은정', '연기', '진짜', '함']"
7589,none,"['한은정', '씨', '명랑소녀', '성공', '기때', '장나라', '괴롭히', '악역', '부터', '시작', '했', '어요', '그', '땐', '프로', '어색', '했', '는데', '보', '기', '좋', '네요']"
7590,hate,"['한의사', '망', '인데', '알아보', '사귀']"
7591,offensive,"['한의사', '치과', '의사', '무슨', '대', '사가문', '이여', 'ㅋㅋㅋ']"
7592,hate,"['한의사', '한물', '감']"
7593,offensive,"['한인', '특기', '오래', '거나', '없', '어', '신격화']"
7594,none,"['한인', '타운', '애', '갔', '나', '보', '군']"
7595,none,"['장면', '장면', '모두', '좋', '유백', '담주', '까지', '어찌', '기다려']"
7596,none,"['주', '전현무', '나오', '다음', '주', '한혜진', '나오', '해라', '어짜피', '프로그램', '컨셉', '조우', '출동', '인데', '뭘']"
7597,none,"['한지민', '남주', '혁', '눈', '부시', 'ㅎㅎ']"
7598,none,"['지민', '좋', '은데', '목소리', '별루', '나', '불편', '한가', 'ㅋ']"
7599,offensive,"['한지민', '목소리', '때문', '인지', '여성', '스럽', '않', '아', '로맨스', '안', '어울린다', 'ㅠ']"
7600,hate,"['지민', '안타깝', '진리', '모르', '구만', '진리', '불교', '없', '예수', '님', '있', '는데']"
7601,none,"['한지민', '엄마', '유일', '차', '서방', '기억', '있', '는데', '치매', '환자', '로', '취급', '다니', '엄마', '에게', '비밀', '있']"
7602,none,"['지민', '지성', '추억', '회상', '씬', '보', '결혼', '삶', '빡빡', '해', '니', '익숙', '함', '길들여져', '소중', '함', '잃', '어', '버리', '공감', '됨', '계속', '노래', '떠오르', '달빛', '아래', '서', '춤추', '던', '밤', '별', '우릴', '비추', '던', '날']"
7603,none,"['한지민', '씨', '코디', '제발', '바꾸', '세요', '엄마', '찾', '으러', '다니', '장면', '에서', '바지', '왜', '그래요', 'ㅠㅠ']"
7604,hate,"['한지민', '그렇게', '이쁜', '얼굴', '아닌', '거', '같', '은데']"
7605,none,"['한지민', '이랑', '남주', '혁', '영화', '조제', '랑', '드라마', '히', '어도', '같이', '한다던데', '눈', '부시', '때', '호흡', '좋', '았', '나', '보']"
7606,offensive,"['한지민', '보이', '살', '찌', '쟈', '지수', '야']"
7607,none,"['지혜', '귀엽']"
7608,offensive,"['한지혜', '주연', '맞', '거', '항상', '이상', '더라', '조연', '급', '같', '은데', '황금', '정원', '여주', '땜', '번', '안', '봤']"
7609,none,"['한지혜', '씨', '다음', '제발', '다른', '연기', '로', '볼', '수', '있', '길']"
7610,none,"['한쪽', '잘못', '아니', '라고', '본다', '그렇', '기에', '구혜선', '더', '많이', '잘못', '했', '더라도', '안재현', '건', '없', '다고', '봄', '혼', '까지', '온', '것', '양쪽', '잘못']"
7611,hate,"['한창', '리즈', '시절', '일', '때', '숏', '컷', '단발머리', '고수', '온갖', '망가진', '역할', '해서', '매력', '와장창', '떨어뜨리', '다가', '대', '넘어서', '야', '머리', '기르', '여성', '스럽', '꾸미', '냐', '이미', '늙', '퇴물', '불과']"
7612,none,"['한채아', '아깝', '좋', '다는', '남자', '많', '은데']"
7613,offensive,"['한채아', '예뻐', '긴', '예쁜', '갑', '질투', '애', 'ㅋ']"
7614,offensive,"['한철', '장사', '인데', '바짝', '벌', '어야지']"
7615,hate,"['쳐', '아', '너', '어지간', '구나', '와중', '별', '뇌', '상태', '궁금', '요즘', '그래서', '내조', '있', '니']"
7616,hate,"['치', '같이', '생겨', '가지', '염병']"
7617,offensive,"['한혜진', '너무', '못', '해', '목소리', '나무', '싫', '어', '모델', '해라', 'ㅠㅠ힢잘보여주잔아ㅠㅠ']"
7618,offensive,"['한혜진', '때', '맞췄', '듯이', '전현무', '입장', '에선', '데리', '놀', '버릴', '급', '그', '이상', '노노', '절대', '결혼', '까지', '안', '간다고', '장담', '한다', '여자', '바보', '카사노바', '공개', '열애', '라니', 'ㅎㅎ', '시집', '갈', '앞길', '막혔', '다고', '본다']"
7619,offensive,"['한혜진', '많이', '컷', '것', '두', '남친', '덕분', '참', '인성', '고치', '말버릇', '고쳐서', '인정', '받', '모델', '이나', '길']"
7620,offensive,"['한혜진', '소감', '얘기', '할', '때', '전현무', '별', '감흥', '없', '표정', '였', '슴', '안', '행복', '해', '보임', '한혜진', '전현무', '한테', '매달리', '있', '보이', '던데', '한혜진', '헤어지', '싶', '않', '아', '보임']"
7621,offensive,"['한혜진', '좋', '았었', '는데', '전현무', '랑', '헤어지', '니', '급', '비호', '감', '싫', 'ㅡㅡ']"
7622,none,"['한혜진', '지조', '있', '네요']"
7623,offensive,"['한혜진', '진짜', '지루', '해서', '채널', '돌렸', '하차', '해라']"
7624,offensive,"['한혜진', '헤어진지', '얼마나', '됐', '다고', '그새', '열', '애', 'ㅋㅋㅋ']"
